isbn10,isbn13,title,author,rank,weeks_on_list,amazon_url,listname,description,listpublisheddate
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,7,277,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,"A study of social epidemics, otherwise known as fads.",2010-02-07
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,8,22,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-02-07
0143038583,9780143038580,THE OMNIVORE’S DILEMMA,Michael Pollan,9,121,http://www.amazon.com/The-Omnivores-Dilemma-Secrets-Readers/dp/0803735006?tag=NYTBS-20,paperback-nonfiction,Tracking food from soil to plate.,2010-02-07
0316010669,9780316010665,BLINK,Malcolm Gladwell,10,119,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-02-07
084991910X,9780849919107,SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,11,66,http://www.amazon.com/Same-Kind-Different-Modern-Day-International-ebook/dp/B007FZXJGA?tag=NYTBS-20,paperback-nonfiction,An unlikely friendship begins at a shelter in Texas.,2010-02-07
0143114964,9780143114963,IN DEFENSE OF FOOD,Michael Pollan,12,33,http://www.amazon.com/In-Defense-Food-Michael-Pollan/dp/B008YHD2U6?tag=NYTBS-20,paperback-nonfiction,A manifesto urges us to “Eat food. Not too much. Mostly plants.”,2010-02-07
1582346186,9781582346182,MY HORIZONTAL LIFE,Chelsea Handler,13,65,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,paperback-nonfiction,A memoir of one-night stands.,2010-02-07
0812980557,9780812980554,MOUNTAINS BEYOND MOUNTAINS,Tracy Kidder,14,11,http://www.amazon.com/Mountains-Beyond-Farmer-Random-Readers/dp/0812980557?tag=NYTBS-20,paperback-nonfiction,"A portrait of Dr. Paul Farmer, who works with the Haitian poor.",2010-02-07
0800759494,9780800759490,90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,15,167,http://www.amazon.com/Selections-90-Minutes-Heaven-Inspiring-ebook/dp/B001MV7JFU?tag=NYTBS-20,paperback-nonfiction,A minister on the other­worldly experience he had after an accident.,2010-02-07
0547248237,9780547248233,ANIMALS MAKE US HUMAN,Temple Grandin and Catherine Johnson,16,2,http://www.amazon.com/Animals-Make-Us-Human-Creating/dp/0547248237?tag=NYTBS-20,paperback-nonfiction,Helping animals have better lives.,2010-02-07
0307474852,9780307474858,MY LIFE IN FRANCE,Julia Child with Alex Prud’homme,17,25,http://www.amazon.com/My-Life-France-Julia-Child/dp/0307474852?tag=NYTBS-20,paperback-nonfiction,How Julia Child mastered the art of French cooking: a memoir.,2010-02-07
0316044695,9780316044691,LONE SURVIVOR,Marcus Luttrell with Patrick Robinson,18,57,http://www.amazon.com/Lone-Survivor-Eyewitness-Account-Operation/dp/0316067601?tag=NYTBS-20,paperback-nonfiction,The harrowing story of a Navy Seals operation.,2010-02-07
031242924X,9780312429249,THE VALUE OF NOTHING,Raj Patel,19,3,http://www.amazon.com/The-Value-Nothing-Redefine-Democracy/dp/031242924X?tag=NYTBS-20,paperback-nonfiction,"How we can rebalance society, limit markets and develop new ways of seeing the world.",2010-02-07
1400049628,9781400049622,THE ZOMBIE SURVIVAL GUIDE,Max Brooks,20,16,http://www.amazon.com/The-Zombie-Survival-Guide-Protection/dp/1400049628?tag=NYTBS-20,paperback-nonfiction,The comedy writer offers a plan for safeguarding yourself from the living dead.,2010-02-07
039333838X,9780393338386,THE BLIND SIDE,Michael Lewis,1,18,http://www.amazon.com/The-Blind-Side-Michael-Lewis/dp/B007CGTKYM?tag=NYTBS-20,paperback-nonfiction,"The evolving business of football, viewed through the rise of the left tackle Michael Oher.",2010-02-14
1400078458,9781400078455,THE LOST CITY OF Z,David Grann,2,1,http://www.amazon.com/The-Lost-City-Deadly-Obsession/dp/1400078458?tag=NYTBS-20,paperback-nonfiction,A New Yorker writer searches for a British explorer who was lost in the Amazon in 1925.,2010-02-14
0143038257,9780143038252,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,3,157,http://www.amazon.com/Three-Cups-Tea-Readers-Edition/dp/0803733925?tag=NYTBS-20,paperback-nonfiction,A former climber builds schools in villages in Pakistan and Afghanistan.,2010-02-14
0060838655,9780060838652,A PEOPLE’S HISTORY OF THE UNITED STATES,Howard Zinn,4,1,http://www.amazon.com/Peoples-History-United-States-Present/dp/0060838655?tag=NYTBS-20,paperback-nonfiction,"An account from the point of view of women, African-Americans and others who are often marginalized.",2010-02-14
1416596364,9781416596363,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,5,5,http://www.amazon.com/Are-You-There-Vodka-Chelsea-ebook/dp/B000UZQJ32?tag=NYTBS-20,paperback-nonfiction,Humorous personal essays from the comedian.,2010-02-14
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,6,156,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,paperback-nonfiction,A writer’s yearlong journey in search of self.,2010-02-14
0143114964,9780143114963,IN DEFENSE OF FOOD,Michael Pollan,7,34,http://www.amazon.com/In-Defense-Food-Michael-Pollan/dp/B008YHD2U6?tag=NYTBS-20,paperback-nonfiction,A manifesto urges us to “Eat food. Not too much. Mostly plants.”,2010-02-14
0806532254,9780806532257,I HOPE THEY SERVE BEER IN HELL,Tucker Max,8,122,http://www.amazon.com/Hope-They-Serve-Beer-Hell/dp/0806527285?tag=NYTBS-20,paperback-nonfiction,"Life as a self-absorbed, drunken womanizer.",2010-02-14
0143038583,9780143038580,THE OMNIVORE’S DILEMMA,Michael Pollan,9,122,http://www.amazon.com/The-Omnivores-Dilemma-Secrets-Readers/dp/0803735006?tag=NYTBS-20,paperback-nonfiction,Tracking food from soil to plate.,2010-02-14
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,10,278,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,"A study of social epidemics, otherwise known as fads.",2010-02-14
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,11,23,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-02-14
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,12,163,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she and her siblings were constantly on the move.,2010-02-14
084991910X,9780849919107,SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,13,67,http://www.amazon.com/Same-Kind-Different-Modern-Day-International-ebook/dp/B007FZXJGA?tag=NYTBS-20,paperback-nonfiction,An unlikely friendship begins at a shelter in Texas.,2010-02-14
0812980557,9780812980554,MOUNTAINS BEYOND MOUNTAINS,Tracy Kidder,14,12,http://www.amazon.com/Mountains-Beyond-Farmer-Random-Readers/dp/0812980557?tag=NYTBS-20,paperback-nonfiction,"A portrait of Dr. Paul Farmer, who works with the Haitian poor.",2010-02-14
0316010669,9780316010665,BLINK,Malcolm Gladwell,15,120,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-02-14
0547247990,9780547247991,HOW WE DECIDE,Jonah Lehrer,16,1,http://www.amazon.com/How-Risky-Is-It-Really-ebook/dp/B003O86EZK?tag=NYTBS-20,paperback-nonfiction,Learning more about how we think can help us make better decisions.,2010-02-14
1582346186,9781582346182,MY HORIZONTAL LIFE,Chelsea Handler,17,66,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,paperback-nonfiction,A memoir of one-night stands.,2010-02-14
031242924X,9780312429249,THE VALUE OF NOTHING,Raj Patel,18,4,http://www.amazon.com/The-Value-Nothing-Redefine-Democracy/dp/031242924X?tag=NYTBS-20,paperback-nonfiction,"How we can rebalance society, limit markets and develop new ways of seeing the world.",2010-02-14
0547248237,9780547248233,ANIMALS MAKE US HUMAN,Temple Grandin and Catherine Johnson,19,3,http://www.amazon.com/Animals-Make-Us-Human-Creating/dp/0547248237?tag=NYTBS-20,paperback-nonfiction,Helping animals have better lives.,2010-02-14
0307474852,9780307474858,MY LIFE IN FRANCE,Julia Child with Alex Prud’homme,20,26,http://www.amazon.com/My-Life-France-Julia-Child/dp/0307474852?tag=NYTBS-20,paperback-nonfiction,How Julia Child mastered the art of French cooking: a memoir.,2010-02-14
1400078458,9781400078455,THE LOST CITY OF Z,David Grann,1,2,http://www.amazon.com/The-Lost-City-Deadly-Obsession/dp/1400078458?tag=NYTBS-20,paperback-nonfiction,A New Yorker writer searches for a British explorer who was lost in the Amazon in 1925.,2010-02-21
039333838X,9780393338386,THE BLIND SIDE,Michael Lewis,2,19,http://www.amazon.com/The-Blind-Side-Michael-Lewis/dp/B007CGTKYM?tag=NYTBS-20,paperback-nonfiction,"The evolving business of football, viewed through the rise of the left tackle Michael Oher.",2010-02-21
0143038257,9780143038252,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,3,158,http://www.amazon.com/Three-Cups-Tea-Readers-Edition/dp/0803733925?tag=NYTBS-20,paperback-nonfiction,A former climber builds schools in villages in Pakistan and Afghanistan.,2010-02-21
0060838655,9780060838652,A PEOPLE’S HISTORY OF THE UNITED STATES,Howard Zinn,4,2,http://www.amazon.com/Peoples-History-United-States-Present/dp/0060838655?tag=NYTBS-20,paperback-nonfiction,"An account from the point of view of women, African-Americans and others who are often marginalized.",2010-02-21
1416596364,9781416596363,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,5,6,http://www.amazon.com/Are-You-There-Vodka-Chelsea-ebook/dp/B000UZQJ32?tag=NYTBS-20,paperback-nonfiction,Humorous personal essays from the comedian.,2010-02-21
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,6,157,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,paperback-nonfiction,A writer’s yearlong journey in search of self.,2010-02-21
0143114964,9780143114963,IN DEFENSE OF FOOD,Michael Pollan,7,35,http://www.amazon.com/In-Defense-Food-Michael-Pollan/dp/B008YHD2U6?tag=NYTBS-20,paperback-nonfiction,A manifesto urges us to “Eat food. Not too much. Mostly plants.”,2010-02-21
0806532254,9780806532257,I HOPE THEY SERVE BEER IN HELL,Tucker Max,8,123,http://www.amazon.com/Hope-They-Serve-Beer-Hell/dp/0806527285?tag=NYTBS-20,paperback-nonfiction,"Life as a self-absorbed, drunken womanizer.",2010-02-21
0143038583,9780143038580,THE OMNIVORE’S DILEMMA,Michael Pollan,9,123,http://www.amazon.com/The-Omnivores-Dilemma-Secrets-Readers/dp/0803735006?tag=NYTBS-20,paperback-nonfiction,Tracking food from soil to plate.,2010-02-21
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,10,24,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-02-21
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,11,279,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,"A study of social epidemics, otherwise known as fads.",2010-02-21
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,12,164,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she and her siblings were constantly on the move.,2010-02-21
0316044695,9780316044691,LONE SURVIVOR,Marcus Luttrell with Patrick Robinson,13,58,http://www.amazon.com/Lone-Survivor-Eyewitness-Account-Operation/dp/0316067601?tag=NYTBS-20,paperback-nonfiction,The harrowing story of a Navy Seals operation.,2010-02-21
084991910X,9780849919107,SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,14,68,http://www.amazon.com/Same-Kind-Different-Modern-Day-International-ebook/dp/B007FZXJGA?tag=NYTBS-20,paperback-nonfiction,An unlikely friendship begins at a shelter in Texas.,2010-02-21
0316010669,9780316010665,BLINK,Malcolm Gladwell,15,121,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-02-21
0767923057,9780767923057,THE NEXT 100 YEARS,George Friedman,16,1,http://www.amazon.com/The-Next-100-Years-Forecast/dp/0767923057?tag=NYTBS-20,paperback-nonfiction,The analyst and forecaster''s global predictions for the coming century.,2010-02-21
1582346186,9781582346182,MY HORIZONTAL LIFE,Chelsea Handler,17,67,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,paperback-nonfiction,A memoir of one-night stands.,2010-02-21
0812980557,9780812980554,MOUNTAINS BEYOND MOUNTAINS,Tracy Kidder,18,13,http://www.amazon.com/Mountains-Beyond-Farmer-Random-Readers/dp/0812980557?tag=NYTBS-20,paperback-nonfiction,"A portrait of Dr. Paul Farmer, who works with the Haitian poor.",2010-02-21
0547247990,9780547247991,HOW WE DECIDE,Jonah Lehrer,19,2,http://www.amazon.com/How-Risky-Is-It-Really-ebook/dp/B003O86EZK?tag=NYTBS-20,paperback-nonfiction,Learning more about how we think can help us make better decisions.,2010-02-21
0547248237,9780547248233,ANIMALS MAKE US HUMAN,Temple Grandin and Catherine Johnson,20,4,http://www.amazon.com/Animals-Make-Us-Human-Creating/dp/0547248237?tag=NYTBS-20,paperback-nonfiction,Helping animals have better lives.,2010-02-21
039333838X,9780393338386,THE BLIND SIDE,Michael Lewis,1,20,http://www.amazon.com/The-Blind-Side-Michael-Lewis/dp/B007CGTKYM?tag=NYTBS-20,paperback-nonfiction,"The evolving business of football, viewed through the rise of the left tackle Michael Oher.",2010-02-28
1400078458,9781400078455,THE LOST CITY OF Z,David Grann,2,3,http://www.amazon.com/The-Lost-City-Deadly-Obsession/dp/1400078458?tag=NYTBS-20,paperback-nonfiction,A New Yorker writer searches for a British explorer who was lost in the Amazon in 1925.,2010-02-28
0143038257,9780143038252,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,3,159,http://www.amazon.com/Three-Cups-Tea-Readers-Edition/dp/0803733925?tag=NYTBS-20,paperback-nonfiction,A former climber builds schools in villages in Pakistan and Afghanistan.,2010-02-28
1416596364,9781416596363,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,4,7,http://www.amazon.com/Are-You-There-Vodka-Chelsea-ebook/dp/B000UZQJ32?tag=NYTBS-20,paperback-nonfiction,Humorous personal essays from the comedian.,2010-02-28
0446698857,9780446698856,THE SURVIVORS CLUB,Ben Sherwood,5,1,http://www.amazon.com/The-Survivors-Club-Secrets-Science/dp/0446698857?tag=NYTBS-20,paperback-nonfiction,"True stories of how faith, luck and genetics play into the ability to overcome adversity.",2010-02-28
0143114964,9780143114963,IN DEFENSE OF FOOD,Michael Pollan,6,36,http://www.amazon.com/In-Defense-Food-Michael-Pollan/dp/B008YHD2U6?tag=NYTBS-20,paperback-nonfiction,A manifesto urges us to “Eat food. Not too much. Mostly plants.”,2010-02-28
0806532254,9780806532257,I HOPE THEY SERVE BEER IN HELL,Tucker Max,7,124,http://www.amazon.com/Hope-They-Serve-Beer-Hell/dp/0806527285?tag=NYTBS-20,paperback-nonfiction,"Life as a self-absorbed, drunken womanizer.",2010-02-28
0060838655,9780060838652,A PEOPLE’S HISTORY OF THE UNITED STATES,Howard Zinn,8,3,http://www.amazon.com/Peoples-History-United-States-Present/dp/0060838655?tag=NYTBS-20,paperback-nonfiction,"An account from the point of view of women, African-Americans and others who are often marginalized.",2010-02-28
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,9,158,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,paperback-nonfiction,A writer’s yearlong journey in search of self.,2010-02-28
0143038583,9780143038580,THE OMNIVORE’S DILEMMA,Michael Pollan,10,124,http://www.amazon.com/The-Omnivores-Dilemma-Secrets-Readers/dp/0803735006?tag=NYTBS-20,paperback-nonfiction,Tracking food from soil to plate.,2010-02-28
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,11,280,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,"A study of social epidemics, otherwise known as fads.",2010-02-28
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,12,25,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-02-28
0316010669,9780316010665,BLINK,Malcolm Gladwell,13,122,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-02-28
1582346186,9781582346182,MY HORIZONTAL LIFE,Chelsea Handler,14,68,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,paperback-nonfiction,A memoir of one-night stands.,2010-02-28
0800759494,9780800759490,90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,15,168,http://www.amazon.com/Selections-90-Minutes-Heaven-Inspiring-ebook/dp/B001MV7JFU?tag=NYTBS-20,paperback-nonfiction,A minister on the other­worldly experience he had after an accident.,2010-02-28
084991910X,9780849919107,SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,16,69,http://www.amazon.com/Same-Kind-Different-Modern-Day-International-ebook/dp/B007FZXJGA?tag=NYTBS-20,paperback-nonfiction,An unlikely friendship begins at a shelter in Texas.,2010-02-28
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,17,165,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she and her siblings were constantly on the move.,2010-02-28
1595230327,9781595230324,A PATRIOT'S HISTORY OF THE UNITED STATES,Larry Schweikart and Michael Allen,18,1,http://www.amazon.com/Patriots-History-United-States-Columbuss/dp/1595230327?tag=NYTBS-20,paperback-nonfiction,"America as a ""city on a hill.""",2010-02-28
